Date,Last,Settlement Price,Change,% Change,Bid,Ask,Open Interest,CVol,Open,High,Low
8/2/19,4.1,4.1,0,-0.12,4.09,4.1,760206.00,148262,4.04,4.1,4.03
8/1/19,4.01,4.1,0,0,4.01,4.01,756032.00,235995,4.11,4.12,3.97
07/31/19,4.1,4.1,-0.11,-2.61,4.1,4.1,749966.00,226838,4.21,4.24,4.1
07/30/19,4.21,4.21,-0.06,-1.41,4.2,4.21,752387.00,134937,4.27,4.27,4.2
07/29/19,4.27,4.27,0.02,0.59,4.27,4.27,748644.00,115290,4.24,4.3,4.22
07/26/19,4.24,4.25,-0.03,-0.7,4.24,4.25,742463.00,119490,4.27,4.28,4.24
07/25/19,4.27,4.28,-0.03,-0.75,4.27,4.27,750812.00,193054,4.31,4.33,4.27
07/24/19,4.3,4.31,-0.01,-0.17,4.29,4.3,745363.00,121099,4.31,4.37,4.28
07/23/19,4.31,4.32,0.05,1.11,4.31,4.31,750719.00,175274,4.29,4.33,4.24
07/22/19,4.27,4.27,-0.09,-2.07,4.27,4.27,753774.00,140656,4.36,4.37,4.26
07/19/19,4.37,4.36,0.06,1.4,4.37,4.37,752214.00,144722,4.31,4.39,4.29
07/18/19,4.3,4.3,-0.12,-2.66,4.3,4.31,761814.00,202738,4.4,4.41,4.28
07/17/19,4.4,4.42,0,0.06,4.4,4.41,757029.00,157285,4.41,4.47,4.37
07/16/19,4.42,4.41,-0.06,-1.29,4.41,4.42,757592.00,181286,4.44,4.47,4.36
07/15/19,4.48,4.47,-0.12,-2.67,4.48,4.48,764918.00,218079,4.64,4.65,4.46
7/12/19,4.6,4.59,0.11,2.51,4.6,4.6,757790.00,216745,4.48,4.61,4.46
7/11/19,4.47,4.48,0.09,1.93,4.47,4.48,754395.00,216544,4.39,4.49,4.3
7/10/19,4.39,4.4,0.02,0.51,4.38,4.39,753695.00,134463,4.37,4.41,4.32
7/9/19,4.36,4.37,-0.07,-1.46,4.36,4.36,742350.00,148991,4.43,4.44,4.33
7/8/19,4.43,4.44,0.01,0.34,4.43,4.44,727668.00,196442,4.47,4.48,4.38
7/5/19,4.42,4.42,0.01,0.23,4.42,4.42,729292.00,102784,4.41,4.44,4.35
7/3/19,4.41,4.41,0.15,3.58,4.41,4.41,723547.00,158276,4.27,4.42,4.27
7/2/19,4.27,4.26,0.04,0.83,4.27,4.27,718393.00,166850,4.23,4.28,4.21
7/1/19,4.21,4.23,-0.09,-2.09,4.21,4.21,703155.00,242245,4.35,4.36,4.21
06/28/19,4.32,4.32,-0.19,-4.32,4.32,4.33,682253.00,423314,4.51,4.68,4.26
06/27/19,4.51,4.51,-0.04,-0.77,4.5,4.51,669201.00,115259,4.55,4.57,4.5
06/26/19,4.54,4.55,0.07,1.56,4.54,4.55,655282.00,159673,4.57,4.58,4.52
06/25/19,4.47,4.48,0.01,0.17,4.47,4.47,180459.00,158426,4.51,4.53,4.47
06/24/19,4.47,4.47,0.04,1.02,4.46,4.47,214769.00,172094,4.42,4.48,4.4
06/21/19,4.44,4.42,-0.08,-1.72,4.44,4.44,320450.00,251093,4.52,4.54,4.42
06/20/19,4.51,4.5,0.09,2.04,4.51,4.51,339676.00,198628,4.42,4.51,4.37
06/19/19,4.41,4.41,-0.09,-1.95,4.41,4.41,354606.00,193331,4.5,4.52,4.38
06/18/19,4.49,4.5,-0.05,-1.1,4.49,4.49,389521.00,221471,4.56,4.58,4.43
06/17/19,4.55,4.55,0.02,0.39,4.55,4.55,402072.00,279480,4.58,4.64,4.51
06/14/19,4.53,4.53,0.11,2.49,4.53,4.53,435110.00,312814,4.42,4.57,4.42
06/13/19,4.42,4.42,0.12,2.79,4.41,4.42,468716.00,402152,4.3,4.43,4.3
6/12/19,4.3,4.3,0.02,0.53,4.3,4.3,488988.00,331360,4.28,4.35,4.24
6/11/19,4.26,4.28,0.12,2.89,4.26,4.27,538434.00,360317,4.15,4.3,4.08
6/10/19,4.16,4.16,0,0,4.16,4.16,561014.00,279949,4.13,4.17,4.09
6/7/19,4.16,4.16,-0.05,-1.13,4.15,4.16,595517.00,227751,4.21,4.24,4.15
6/6/19,4.21,4.21,0.06,1.39,4.21,4.21,615104.00,279006,4.15,4.22,4.07
6/5/19,4.13,4.15,-0.11,-2.47,4.13,4.13,624143.00,231859,4.24,4.25,4.12
6/4/19,4.25,4.25,0.01,0.24,4.25,4.25,641186.00,306703,4.35,4.36,4.21
6/3/19,4.23,4.24,-0.03,-0.64,4.23,4.23,663795.00,288442,4.26,4.31,4.18
05/31/19,4.28,4.27,-0.09,-2.12,4.27,4.28,683479.00,302171,4.35,4.38,4.23
05/30/19,4.36,4.36,0.17,4.18,4.36,4.36,701138.00,324914,4.36,4.37,4.13
05/29/19,4.17,4.19,-0.01,-0.36,4.17,4.17,742655.00,484436,4.29,4.38,4.12
05/28/19,4.21,4.2,0.16,3.96,4.21,4.21,753140.00,417683,4.08,4.21,4.08
05/24/19,4.05,4.04,0.15,3.72,4.04,4.05,750847.00,299952,3.91,4.05,3.9
05/23/19,3.9,3.9,-0.05,-1.2,3.9,3.9,771531.00,340117,3.94,3.99,3.87
05/22/19,3.95,3.95,0,0.06,3.94,3.95,797345.00,291262,3.93,3.97,3.86
05/21/19,3.94,3.94,0.05,1.35,3.94,3.94,809278.00,451260,3.93,3.99,3.91
05/20/19,3.88,3.89,0.06,1.5,3.88,3.89,812024.00,358734,3.86,3.92,3.86
05/17/19,3.83,3.83,0.04,1.12,3.83,3.83,807524.00,319503,3.8,3.85,3.8
05/16/19,3.8,3.79,0.1,2.57,3.8,3.8,810753.00,248510,3.69,3.81,3.69
05/15/19,3.69,3.7,0.01,0.2,3.69,3.69,820547.00,336989,3.69,3.8,3.68
05/14/19,3.69,3.69,0.12,3.44,3.68,3.69,831036.00,429399,3.61,3.71,3.6
05/13/19,3.57,3.57,0.05,1.35,3.57,3.57,829074.00,281888,3.51,3.57,3.43
5/10/19,3.5,3.52,-0.02,-0.42,3.5,3.51,827824.00,295355,3.54,3.56,3.46
5/9/19,3.53,3.53,-0.11,-3.02,3.53,3.53,837168.00,287094,3.63,3.63,3.53
5/8/19,3.63,3.64,-0.02,-0.61,3.63,3.63,845971.00,172276,3.67,3.68,3.62
5/7/19,3.67,3.67,0.02,0.62,3.67,3.68,856241.00,154884,3.65,3.68,3.63
5/6/19,3.65,3.64,-0.06,-1.75,3.64,3.65,866789.00,236700,3.6,3.65,3.56
5/3/19,3.7,3.71,0,0.07,3.7,3.7,873745.00,142124,3.7,3.72,3.66
5/2/19,3.7,3.71,0.02,0.54,3.7,3.7,875359.00,201233,3.69,3.71,3.67
5/1/19,3.69,3.69,0.06,1.66,3.69,3.69,880566.00,187350,3.63,3.69,3.63
04/30/19,3.63,3.63,0.01,0.21,3.63,3.63,874756.00,177019,3.61,3.63,3.59
04/29/19,3.62,3.62,0.01,0.14,3.61,3.62,840724.00,351765,3.63,3.66,3.61
04/26/19,3.62,3.61,0.04,1.12,3.61,3.62,839437.00,248160,3.57,3.63,3.57
04/25/19,3.57,3.57,0.01,0.35,3.57,3.57,821321.00,326054,3.55,3.61,3.52
04/24/19,3.55,3.56,0.05,1.35,3.55,3.55,797474.00,303625,3.6,3.62,3.55
04/23/19,3.51,3.51,-0.03,-0.99,3.51,3.51,364592.00,194770,3.55,3.55,3.5
04/22/19,3.55,3.55,-0.04,-1.05,3.54,3.55,381149.00,144705,3.59,3.59,3.54
04/18/19,3.59,3.59,0,0.07,3.58,3.59,396091.00,102302,3.58,3.59,3.57
04/17/19,3.58,3.58,-0.01,-0.21,3.58,3.58,422428.00,148184,3.58,3.6,3.57
04/16/19,3.59,3.59,-0.04,-1.03,3.59,3.59,434031.00,192351,3.63,3.63,3.57
04/15/19,3.63,3.63,0.02,0.48,3.63,3.63,473670.00,208541,3.61,3.64,3.61
4/12/19,3.61,3.61,0.01,0.28,3.61,3.61,484092.00,95871,3.6,3.62,3.59
4/11/19,3.6,3.6,-0.02,-0.48,3.6,3.6,523089.00,264730,3.61,3.63,3.59
4/10/19,3.62,3.62,0.02,0.49,3.62,3.62,553142.00,253300,3.6,3.63,3.6
4/9/19,3.6,3.6,0,0,3.6,3.61,594279.00,275445,3.6,3.62,3.55
4/8/19,3.6,3.6,-0.02,-0.69,3.6,3.6,634582.00,269564,3.62,3.64,3.6
4/5/19,3.62,3.63,-0.03,-0.75,3.62,3.62,688126.00,273057,3.65,3.65,3.61
4/4/19,3.65,3.65,0.02,0.69,3.65,3.65,706011.00,159329,3.63,3.66,3.63
4/3/19,3.63,3.63,0.01,0.35,3.63,3.63,712575.00,135849,3.61,3.65,3.61
4/2/19,3.62,3.62,0,-0.07,3.62,3.62,713019.00,117194,3.62,3.64,3.59
4/1/19,3.62,3.62,0.05,1.47,3.62,3.62,746172.00,239354,3.57,3.63,3.57
03/29/19,3.57,3.57,-0.18,-4.68,3.57,3.57,736500.00,441012,3.74,3.75,3.56
03/28/19,3.74,3.74,0,0.07,3.73,3.74,742040.00,105825,3.74,3.75,3.72
03/27/19,3.74,3.74,-0.04,-0.93,3.73,3.74,743553.00,127919,3.77,3.77,3.72
03/26/19,3.77,3.77,-0.02,-0.66,3.77,3.77,758162.00,165178,3.79,3.81,3.76
03/25/19,3.79,3.8,0.01,0.4,3.79,3.79,767635.00,155849,3.79,3.81,3.77
03/22/19,3.79,3.78,0.02,0.53,3.79,3.79,777649.00,222578,3.76,3.81,3.76
03/21/19,3.76,3.76,0.05,1.28,3.76,3.76,783752.00,220227,3.71,3.78,3.71
03/20/19,3.71,3.72,0,0.07,3.71,3.71,788001.00,101477,3.72,3.73,3.69
03/19/19,3.71,3.71,0,-0.07,3.71,3.71,786945.00,159377,3.72,3.74,3.68
03/18/19,3.72,3.72,-0.02,-0.47,3.72,3.72,780609.00,169237,3.74,3.76,3.7
03/15/19,3.73,3.73,0.03,0.81,3.73,3.73,784390.00,197270,3.69,3.74,3.69
03/14/19,3.7,3.7,0.04,1.02,3.7,3.7,788284.00,183857,3.67,3.72,3.66
03/13/19,3.67,3.67,0.01,0.21,3.67,3.67,792945.00,174017,3.66,3.7,3.63
3/12/19,3.66,3.66,0.04,1.04,3.66,3.66,784682.00,263214,3.62,3.68,3.61
3/11/19,3.62,3.62,-0.02,-0.62,3.62,3.62,785937.00,156383,3.66,3.67,3.62
3/8/19,3.64,3.64,-0.01,-0.27,3.64,3.65,789901.00,206279,3.65,3.68,3.62
3/7/19,3.65,3.65,-0.07,-1.95,3.65,3.65,789879.00,254904,3.72,3.72,3.65
3/6/19,3.72,3.73,-0.03,-0.86,3.72,3.72,787764.00,133655,3.76,3.77,3.71
3/5/19,3.76,3.76,0.01,0.27,3.76,3.76,791598.00,101996,3.76,3.77,3.74
3/4/19,3.75,3.75,0.02,0.47,3.75,3.75,794743.00,139754,3.74,3.78,3.74
3/1/19,3.72,3.73,0.02,0.61,3.72,3.72,782086.00,214457,3.71,3.74,3.66
02/28/19,3.7,3.71,-0.03,-0.8,3.7,3.71,761224.00,170806,3.74,3.75,3.7
02/27/19,3.73,3.74,-0.02,-0.6,3.73,3.73,734801.00,304598,3.76,3.78,3.73
02/26/19,3.76,3.76,0.05,1.48,3.75,3.76,692758.00,356177,3.8,3.81,3.75
02/25/19,3.71,3.71,-0.05,-1.27,3.71,3.71,253778.00,344712,3.78,3.79,3.7
02/22/19,3.76,3.75,0,-0.07,3.75,3.76,338500.00,316659,3.75,3.78,3.75
02/21/19,3.75,3.76,0.05,1.28,3.75,3.75,394771.00,257188,3.71,3.79,3.71
02/20/19,3.71,3.71,0.01,0.27,3.71,3.71,435848.00,310666,3.72,3.74,3.69
02/19/19,3.7,3.7,-0.05,-1.33,3.7,3.7,447032.00,230708,3.74,3.76,3.69
02/15/19,3.75,3.75,0,0,3.75,3.75,463969.00,209096,3.75,3.77,3.73
02/14/19,3.75,3.75,-0.04,-1.06,3.75,3.75,488675.00,225289,3.79,3.79,3.74
02/13/19,3.79,3.79,0,0.13,3.79,3.79,515876.00,243883,3.78,3.79,3.76
2/12/19,3.78,3.78,0.06,1.48,3.78,3.78,558891.00,291257,3.74,3.79,3.73
2/11/19,3.74,3.73,-0.02,-0.4,3.73,3.74,590217.00,309359,3.75,3.75,3.72
2/8/19,3.74,3.74,-0.02,-0.6,3.74,3.74,611373.00,340779,3.77,3.82,3.74
2/7/19,3.77,3.77,-0.03,-0.92,3.76,3.77,648871.00,259742,3.8,3.8,3.76
2/6/19,3.8,3.8,-0.01,-0.2,3.8,3.8,656151.00,145154,3.81,3.81,3.79
2/5/19,3.81,3.81,0.02,0.4,3.8,3.81,664494.00,171954,3.8,3.81,3.77
2/4/19,3.8,3.79,0.01,0.26,3.8,3.8,676972.00,145834,3.78,3.8,3.77
2/1/19,3.78,3.78,0.02,0.46,3.78,3.78,684989.00,151472,3.77,3.81,3.77
01/31/19,3.76,3.77,-0.05,-1.25,3.76,3.76,688515.00,205750,3.81,3.82,3.76
01/30/19,3.81,3.81,0.04,1.06,3.81,3.81,695076.00,198900,3.78,3.82,3.78
01/29/19,3.78,3.77,-0.02,-0.66,3.78,3.78,692756.00,187023,3.8,3.81,3.76
01/28/19,3.8,3.8,-0.01,-0.13,3.8,3.8,697549.00,102144,3.8,3.81,3.78
01/25/19,3.8,3.8,0.03,0.86,3.8,3.8,704466.00,134094,3.77,3.81,3.76
01/24/19,3.77,3.77,-0.02,-0.46,3.77,3.78,697942.00,124108,3.79,3.8,3.76
01/23/19,3.79,3.79,0,-0.07,3.79,3.79,702726.00,127605,3.8,3.82,3.78
01/22/19,3.79,3.79,-0.03,-0.72,3.79,3.79,704220.00,211433,3.81,3.82,3.77
01/18/19,3.81,3.82,0.02,0.46,3.81,3.81,707861.00,191033,3.8,3.83,3.78
01/17/19,3.81,3.8,0.06,1.6,3.8,3.81,718479.00,207625,3.74,3.82,3.74
01/16/19,3.74,3.74,0.03,0.74,3.74,3.74,725289.00,164719,3.73,3.75,3.73
01/15/19,3.72,3.71,-0.07,-1.92,3.72,3.72,730048.00,251255,3.8,3.81,3.71
01/14/19,3.79,3.79,0,0.07,3.79,3.8,735744.00,144739,3.79,3.81,3.77
1/11/19,3.79,3.78,0.02,0.53,3.79,3.79,737947.00,131815,3.77,3.79,3.77
1/10/19,3.77,3.76,-0.06,-1.51,3.77,3.77,743811.00,181392,3.82,3.83,3.76
1/9/19,3.82,3.82,0.02,0.53,3.82,3.82,750439.00,192055,3.81,3.84,3.81
1/8/19,3.8,3.8,-0.02,-0.59,3.8,3.8,750737.00,172291,3.83,3.85,3.79
1/7/19,3.83,3.82,-0.01,-0.2,3.83,3.83,751642.00,110623,3.82,3.84,3.82
1/4/19,3.83,3.83,0.03,0.86,3.83,3.83,781544.00,178171,3.8,3.84,3.8
1/3/19,3.8,3.8,0.04,1.06,3.8,3.8,782687.00,101460,3.76,3.81,3.75
1/2/19,3.76,3.76,0.01,0.2,3.76,3.76,776128.00,104724,3.75,3.78,3.74
12/31/18,3.74,3.75,0,-0.13,3.74,3.75,773016.00,91126,3.76,3.77,3.73
12/28/18,3.75,3.76,0.01,0.27,3.75,3.75,771271.00,89172,3.75,3.78,3.75
12/27/18,3.75,3.75,0.01,0.33,3.75,3.75,777988.00,96243,3.73,3.77,3.73
12/26/18,3.73,3.73,-0.04,-1.19,3.73,3.73,784169.00,97146,3.78,3.79,3.73
12/24/18,3.78,3.78,-0.01,-0.2,3.78,3.78,785574.00,54836,3.78,3.79,3.75
12/21/18,3.79,3.79,0.03,0.87,3.79,3.79,793213.00,138729,3.76,3.8,3.75
12/20/18,3.76,3.75,-0.06,-1.7,3.75,3.76,799148.00,205496,3.82,3.83,3.75
12/19/18,3.82,3.82,-0.04,-0.97,3.82,3.82,806396.00,107244,3.85,3.85,3.82
12/18/18,3.85,3.86,0.02,0.39,3.85,3.86,816690.00,131884,3.84,3.87,3.83
12/17/18,3.84,3.84,-0.01,-0.19,3.84,3.84,820584.00,97615,3.84,3.86,3.83
12/14/18,3.85,3.85,0.01,0.13,3.85,3.85,828024.00,154366,3.84,3.88,3.83
12/13/18,3.84,3.84,-0.01,-0.26,3.84,3.84,832849.00,145487,3.85,3.86,3.83
12/12/18,3.85,3.85,0,0.13,3.85,3.85,836339.00,185150,3.85,3.88,3.84
12/11/18,3.85,3.85,0.01,0.2,3.85,3.85,834340.00,151447,3.83,3.86,3.81
12/10/18,3.83,3.84,-0.02,-0.39,3.83,3.84,840999.00,128718,3.85,3.86,3.83
12/7/18,3.85,3.86,0.03,0.72,3.85,3.85,845905.00,113297,3.83,3.86,3.82
12/6/18,3.83,3.83,-0.02,-0.52,3.83,3.83,844015.00,178902,3.84,3.85,3.8
12/4/18,3.85,3.85,0.03,0.72,3.85,3.85,853021.00,144965,3.81,3.85,3.8
12/3/18,3.82,3.82,0.04,1.13,3.81,3.82,849760.00,186631,3.84,3.85,3.81
11/30/18,3.77,3.78,0.04,1.21,3.77,3.77,845033.00,206177,3.73,3.78,3.73
11/29/18,3.73,3.73,0,0,3.73,3.74,810858.00,250841,3.73,3.76,3.72
11/28/18,3.74,3.73,0.17,4.7,3.74,3.74,796212.00,303497,3.69,3.74,3.68
11/27/18,3.56,3.57,0,0.14,3.56,3.56,253139.00,248125,3.56,3.59,3.56
11/26/18,3.56,3.56,-0.03,-0.84,3.56,3.56,328719.00,331200,3.6,3.61,3.55
11/23/18,3.59,3.59,-0.03,-0.76,3.59,3.6,405968.00,174044,3.61,3.62,3.59
11/21/18,3.61,3.62,0.01,0.14,3.61,3.62,434304.00,184082,3.61,3.63,3.6
11/20/18,3.61,3.61,-0.01,-0.28,3.61,3.62,453259.00,146930,3.63,3.64,3.61
11/19/18,3.63,3.62,-0.02,-0.69,3.63,3.63,476149.00,179457,3.65,3.66,3.61
11/16/18,3.65,3.65,-0.03,-0.75,3.65,3.65,506944.00,180968,3.67,3.69,3.63
11/15/18,3.67,3.68,0,0.14,3.67,3.67,531441.00,182150,3.67,3.72,3.67
11/14/18,3.67,3.67,0,0.14,3.67,3.67,549175.00,121770,3.66,3.68,3.66
11/13/18,3.66,3.67,-0.05,-1.28,3.66,3.66,569719.00,178859,3.7,3.71,3.66
11/12/18,3.7,3.71,0.02,0.41,3.7,3.7,602004.00,176017,3.69,3.73,3.68
11/9/18,3.69,3.7,-0.04,-1,3.69,3.7,620925.00,212422,3.73,3.74,3.68
11/8/18,3.73,3.74,0.01,0.34,3.73,3.74,641768.00,432338,3.72,3.79,3.66
11/7/18,3.72,3.72,-0.01,-0.27,3.72,3.72,678694.00,233522,3.72,3.73,3.71
11/6/18,3.73,3.73,-0.01,-0.2,3.73,3.73,689532.00,206076,3.74,3.75,3.72
11/5/18,3.74,3.74,0.03,0.74,3.74,3.74,710367.00,191618,3.71,3.74,3.7
11/2/18,3.71,3.71,0.04,1.23,3.71,3.71,725622.00,242629,3.66,3.73,3.65
11/1/18,3.66,3.67,0.04,0.96,3.66,3.66,734203.00,304754,3.63,3.71,3.63
10/31/18,3.63,3.63,-0.02,-0.41,3.63,3.64,738101.00,163231,3.65,3.65,3.63
10/30/18,3.65,3.65,-0.02,-0.55,3.65,3.65,743666.00,137331,3.67,3.68,3.64
10/29/18,3.68,3.67,-0.01,-0.27,3.67,3.68,751884.00,142746,3.68,3.72,3.66
10/26/18,3.69,3.68,0.07,1.87,3.68,3.69,761058.00,220034,3.62,3.7,3.62
10/25/18,3.62,3.61,-0.07,-1.97,3.62,3.62,758911.00,262813,3.68,3.68,3.61
10/24/18,3.68,3.68,-0.02,-0.54,3.68,3.68,764298.00,114262,3.7,3.7,3.68
10/23/18,3.7,3.7,0.01,0.2,3.7,3.7,768674.00,136626,3.69,3.73,3.68
10/22/18,3.7,3.7,0.02,0.68,3.69,3.7,772232.00,140542,3.66,3.71,3.66
10/19/18,3.66,3.67,-0.04,-1.01,3.66,3.67,775227.00,165329,3.71,3.71,3.66
10/18/18,3.7,3.71,-0.04,-0.94,3.7,3.7,780678.00,137274,3.73,3.73,3.7
10/17/18,3.74,3.74,-0.01,-0.27,3.74,3.74,785720.00,106446,3.75,3.76,3.73
10/16/18,3.75,3.75,-0.03,-0.79,3.75,3.75,803377.00,185899,3.77,3.78,3.74
10/15/18,3.77,3.78,0.05,1.2,3.77,3.77,819715.00,227938,3.73,3.79,3.72
10/12/18,3.73,3.74,0.04,1.22,3.73,3.74,836490.00,185821,3.69,3.74,3.69
10/11/18,3.69,3.69,0.06,1.79,3.69,3.69,840206.00,233116,3.62,3.73,3.6
10/10/18,3.62,3.63,-0.02,-0.48,3.62,3.62,845705.00,121039,3.65,3.65,3.62
10/9/18,3.65,3.65,-0.02,-0.55,3.65,3.65,854600.00,119567,3.67,3.68,3.64
10/8/18,3.67,3.67,-0.02,-0.48,3.67,3.67,861187.00,122012,3.69,3.7,3.64
10/5/18,3.68,3.68,0.01,0.2,3.68,3.68,873355.00,204815,3.68,3.7,3.63
10/4/18,3.68,3.68,0.03,0.75,3.68,3.68,873493.00,130828,3.65,3.69,3.65
10/3/18,3.65,3.65,-0.03,-0.75,3.65,3.65,885757.00,139279,3.68,3.69,3.65
10/2/18,3.68,3.68,0.02,0.48,3.67,3.68,894214.00,206146,3.65,3.69,3.63
10/1/18,3.66,3.66,0.1,2.67,3.66,3.66,900938.00,214369,3.57,3.67,3.57
09/28/18,3.57,3.56,-0.08,-2.33,3.57,3.57,914743.00,237213,3.65,3.67,3.55
09/27/18,3.65,3.65,0.02,0.48,3.65,3.65,923039.00,113909,3.63,3.66,3.61
09/26/18,3.62,3.63,-0.01,-0.21,3.62,3.62,936495.00,137900,3.64,3.65,3.61
09/25/18,3.64,3.64,0.03,0.9,3.64,3.64,947824.00,187874,3.6,3.64,3.58
09/24/18,3.61,3.61,0.03,0.91,3.61,3.61,956496.00,148370,3.57,3.62,3.56
09/21/18,3.58,3.57,0.05,1.35,3.58,3.58,965477.00,156113,3.53,3.58,3.52
09/20/18,3.52,3.53,0.07,1.95,3.52,3.53,975614.00,266804,3.45,3.56,3.45
09/19/18,3.45,3.46,0.02,0.73,3.45,3.46,967939.00,151074,3.43,3.47,3.43
09/18/18,3.43,3.43,-0.05,-1.36,3.43,3.43,963646.00,199080,3.48,3.49,3.43
09/17/18,3.48,3.48,-0.04,-1.07,3.48,3.48,959833.00,145271,3.51,3.52,3.48
09/14/18,3.52,3.52,0.01,0.36,3.52,3.52,965107.00,138241,3.51,3.53,3.5
09/13/18,3.51,3.51,-0.02,-0.57,3.51,3.51,965307.00,232234,3.55,3.56,3.49
9/12/18,3.54,3.53,-0.14,-3.89,3.53,3.54,982915.00,412447,3.66,3.66,3.51
9/11/18,3.67,3.67,0,-0.14,3.66,3.67,984315.00,109822,3.67,3.69,3.66
9/10/18,3.67,3.67,0,0.07,3.67,3.68,990680.00,120087,3.67,3.68,3.64
9/7/18,3.68,3.67,0.01,0.2,3.67,3.68,992190.00,113241,3.66,3.69,3.64
9/6/18,3.67,3.66,0.01,0.27,3.66,3.67,989938.00,118113,3.66,3.68,3.64
9/5/18,3.65,3.65,-0.03,-0.81,3.65,3.66,995478.00,161686,3.69,3.7,3.64
9/4/18,3.69,3.68,0.03,0.89,3.69,3.69,1004304.00,201788,3.66,3.69,3.61
08/31/18,3.66,3.65,0.08,2.38,3.66,3.66,995870.00,206221,3.56,3.66,3.56
08/30/18,3.56,3.57,0,0,3.56,3.57,986556.00,219168,3.57,3.59,3.56
08/29/18,3.57,3.57,0,0.07,3.57,3.57,963576.00,225431,3.56,3.59,3.55
08/28/18,3.56,3.56,-0.05,-1.45,3.56,3.56,943744.00,232294,3.61,3.63,3.56
08/27/18,3.61,3.62,-0.01,-0.34,3.61,3.61,926628.00,197910,3.63,3.63,3.58
08/24/18,3.63,3.63,0.02,0.48,3.63,3.63,915858.00,168384,3.61,3.65,3.61
08/23/18,3.61,3.61,-0.06,-1.57,3.61,3.61,889043.00,227695,3.68,3.7,3.61
08/22/18,3.67,3.67,-0.08,-2,3.67,3.67,879888.00,160077,3.74,3.74,3.67
08/21/18,3.74,3.74,-0.02,-0.6,3.74,3.74,882374.00,135662,3.77,3.78,3.73
08/20/18,3.78,3.77,-0.02,-0.59,3.78,3.78,884927.00,130960,3.8,3.81,3.74
08/17/18,3.79,3.79,-0.01,-0.26,3.79,3.79,877131.00,126694,3.8,3.83,3.76
08/16/18,3.8,3.8,0.04,1,3.8,3.8,875362.00,109870,3.76,3.82,3.75
08/15/18,3.76,3.76,-0.01,-0.13,3.76,3.76,867821.00,125629,3.77,3.78,3.73
08/14/18,3.77,3.77,0.06,1.62,3.76,3.77,861268.00,152312,3.71,3.77,3.71
08/13/18,3.71,3.71,-0.01,-0.34,3.71,3.71,843622.00,215084,3.72,3.72,3.66
8/10/18,3.71,3.72,-0.11,-2.87,3.71,3.72,820421.00,308641,3.82,3.84,3.71
8/9/18,3.83,3.83,-0.02,-0.58,3.82,3.83,815241.00,198325,3.85,3.87,3.8
8/8/18,3.85,3.85,0,0.13,3.85,3.85,804531.00,156202,3.85,3.88,3.84
8/7/18,3.85,3.85,-0.01,-0.19,3.85,3.85,803169.00,202109,3.85,3.88,3.83
8/6/18,3.85,3.85,0.01,0.26,3.85,3.85,807913.00,98617,3.85,3.86,3.83
8/3/18,3.84,3.84,0.03,0.79,3.84,3.85,808689.00,123360,3.81,3.86,3.79
8/2/18,3.82,3.81,0.02,0.46,3.82,3.82,808149.00,246583,3.8,3.87,3.79
8/1/18,3.8,3.8,,,3.8,3.8,817895.00,208725,3.86,3.87,3.78